"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000530",1224.80947383245,0.626212125990832,0.257350790537851,2.43330173838627,0.0149618267547681,0.0757459077197786
"ENSMUSG00000000531",218.540932564856,0.238238062478718,0.258671227177407,0.921007199286701,0.357046668346916,0.547686161689171
"ENSMUSG00000000532",349.534844592183,-0.465563779746381,0.422134848892363,-1.10287928364117,0.270079591766988,0.463450499328503
"ENSMUSG00000000538",1228.1355774838,-0.775101726834679,0.284733212240573,-2.72220342943271,0.00648482098240523,0.0442804108330346
"ENSMUSG00000000552",1028.59374304652,0.652976735981416,0.359138055905253,1.81817750930211,0.0690370063552899,0.199907473906533
"ENSMUSG00000000555",10364.6890111301,0.848132295800046,0.25674901578005,3.30335169240383,0.000955364887486334,0.0112471264130024
"ENSMUSG00000000561",1324.18387631132,1.21210467656638,0.374286184757932,3.2384435384659,0.00120183806774126,0.0134471234507966
"ENSMUSG00000000563",4392.83111360102,0.404648198919431,0.30588285574758,1.32288616807394,0.18587323583716,0.371080042210759
"ENSMUSG00000000567",144.367128881787,-0.663655775332618,0.277988891569474,-2.38734638490675,0.0169704933147051,0.0818888693954062
"ENSMUSG00000000568",2116.07995829137,0.287659660843105,0.297355605332386,0.967392763696372,0.333347726149978,0.525909201339903
"ENSMUSG00000000579",31.0988737705039,-0.677585657301475,0.632597627580785,-1.07111634277342,0.284117120739684,0.477610676991831
"ENSMUSG00000000581",912.795715513388,0.254472405972544,0.309705667821712,0.821658860047198,0.411271079640772,0.598441574070073
"ENSMUSG00000000594",1291.97481279854,0.413485294059201,0.267495686577895,1.5457643424048,0.122161491573341,0.285510936825476
"ENSMUSG00000000600",1166.05161740117,-0.918836640221387,0.519746581743433,-1.76785509033893,0.0770851322961889,0.213810888176074
"ENSMUSG00000000605",1490.27311164601,-0.549455500344058,0.240141200072961,-2.28805178027394,0.022134505857164,0.0974650239936231
"ENSMUSG00000000628",2221.53322856596,-0.369743948061124,0.225792714437954,-1.6375371055771,0.101518292430707,0.253657686077541
"ENSMUSG00000000631",1799.9399342251,-1.19915598365801,0.313819997211908,-3.82115860783811,0.000132826189901861,0.00234906760293233
"ENSMUSG00000000673",8.39954252124664,-1.20068839684286,0.888257237207998,-1.35173500034394,0.176460104155382,0.360394392277613
"ENSMUSG00000000682",153.297062011117,3.1759135322212,0.689513545846157,4.60602050728936,4.10447930285227e-06,0.000120865075624857
"ENSMUSG00000000686",16.2377868817386,-0.111337403310331,0.636043817298273,-0.17504675036896,0.861042899164137,0.922976506366878
"ENSMUSG00000000690",163.725693977216,0.921876728824107,0.449532331085637,2.05074622018341,0.0402916673092816,0.142858613347928
"ENSMUSG00000000693",1821.08664302229,0.717373292383777,0.172755741067788,4.15252939178609,3.28820505439756e-05,0.000714193473694505
"ENSMUSG00000000708",706.587027872432,-1.29513186836723,0.839452215585631,-1.542829769606,0.122872084417412,0.286553571376392
"ENSMUSG00000000711",1510.42970289003,-0.845594375913783,0.376029680655525,-2.24874370140058,0.0245288070677071,0.104238614420257
"ENSMUSG00000000730",102.127560195425,-0.0818287269430105,0.366770682186334,-0.223105964891268,0.823453036044414,0.900901889646947
"ENSMUSG00000000732",30.8741636186986,-0.104192122603274,0.609078581559852,-0.171065156053325,0.864172533418314,0.924635578035752
"ENSMUSG00000000738",1418.63991436556,0.519596822037571,0.273461912178041,1.90007017028126,0.0574239116854865,0.177966668446756
"ENSMUSG00000000739",39.5472712811469,0.23282436774934,0.515760088856903,0.451419900026303,0.651686943451975,0.786545327164142
"ENSMUSG00000000740",2036.39370381921,2.53934740982325,0.712904364534242,3.5619748400366,0.000368075664996177,0.00535366599889397
"ENSMUSG00000000743",2301.17329381459,-0.0238706796934462,0.158512716636205,-0.150591575237655,0.880297907586132,0.933056878858744
"ENSMUSG00000000751",3837.14011686432,0.328879634173938,0.159619515483912,2.06039739675243,0.0393605655741987,0.140655463326702
"ENSMUSG00000000753",12658.6558464601,1.35880363608513,0.239227112098259,5.67997341173863,1.34715681788685e-08,7.19593213042756e-07
"ENSMUSG00000000759",972.869035215907,-0.506706371234065,0.415961838032821,-1.21815590975941,0.223164730844539,0.4145422492184
"ENSMUSG00000000776",965.145167067692,-0.197197037515752,0.332343611165021,-0.59335287603238,0.552945018993821,0.713959997471117
"ENSMUSG00000000782",138.390728311519,0.274489444856955,0.234249014112153,1.17178484570072,0.241283448418592,0.434434738099234
"ENSMUSG00000000787",8012.08427690927,-0.482286615772006,0.45406452550234,-1.06215436063507,0.288165615082417,0.482200453250105
"ENSMUSG00000000792",3.76902181905137,1.38921238296813,1.19427818989105,1.16322343883284,0.244738859132713,0.438103530416272
"ENSMUSG00000000794",5.1008095967375,-1.08762471266533,1.2992404335065,-0.837123510488321,0.402523146405657,0.590810992507704
"ENSMUSG00000000804",1669.15358749816,-1.19887045827887,0.575823689159183,-2.0820096165711,0.0373415913419746,0.135656730112452
"ENSMUSG00000000811",344.477624527301,-0.440062519266328,0.158296577883932,-2.77998757237188,0.00543609787976482,0.0394036680633841
"ENSMUSG00000000823",890.578683917064,-0.732177096103153,0.361670214686526,-2.02443294020703,0.0429256253526379,0.148626034643814
"ENSMUSG00000000826",2700.26284893068,-0.367672985270394,0.149244028878033,-2.46356914936187,0.0137561357894155,0.0716465405698723
"ENSMUSG00000000827",1975.17557374277,0.127001559727045,0.298123930899,0.426002566597281,0.670105975798835,0.800181784852066
"ENSMUSG00000000838",1731.35240596841,-0.311370702019986,0.540000839402196,-0.576611514835213,0.564201918801802,0.722427544299754
"ENSMUSG00000000869",21.5795240168104,-0.294073746699489,0.589513740984091,-0.498841208024404,0.617891254642482,0.762375903423066
"ENSMUSG00000000876",330.790567366318,-0.252490426583131,0.24286258541762,-1.03964316343316,0.298505715555645,0.49232946085046
"ENSMUSG00000000881",935.433047036213,-0.674759038143587,0.172436385930511,-3.91308965623708,9.11226830231222e-05,0.00171731210312807
"ENSMUSG00000000884",121.098005782981,0.709397042222923,0.275834938113564,2.57181721457945,0.0101166288487832,0.0591074896967857
"ENSMUSG00000000901",399.935157113572,-0.38409079502935,0.79986296879285,-0.480195746040123,0.631088211402877,0.771386009747081
"ENSMUSG00000000902",1781.6248803851,0.847883429426253,0.35364330105971,2.39756677670842,0.0165043723593694,0.0804812461596454
"ENSMUSG00000000903",3.77357828716914,-0.0131679261334994,1.56007206328471,-0.00844058838267672,0.993265464810811,0.995978478903356
"ENSMUSG00000000915",307.748509223148,0.440580332009689,0.399904534433165,1.10171376934793,0.270586128865263,0.46385111651266
"ENSMUSG00000000916",373.112914763905,0.599533915904951,0.288884360532107,2.07534224005982,0.0379548272635834,0.137260372164602
"ENSMUSG00000000934",338.176152884715,0.549972558122119,0.322824020203983,1.70362960530201,0.0884503069337378,0.232752585488514
"ENSMUSG00000000942",379.520788267768,1.24099427825198,0.319733910692684,3.88133456211588,0.000103884810633711,0.0019204058303767
"ENSMUSG00000000948",36.3679617441995,-0.935185838137763,0.982273435850641,-0.952062637556619,0.341065216028906,0.532379334284893
"ENSMUSG00000000957",12447.0046539558,0.0212753753765843,0.153165536070339,0.138904455417529,0.889525650188091,0.938452880645701
"ENSMUSG00000000958",208.521641261945,0.0938005908193906,0.222767541742973,0.421069380599516,0.673704419623612,0.80260860309258
"ENSMUSG00000000959",1070.35982406376,0.667133001443574,0.325682381847389,2.04841599861605,0.0405192552337358,0.143429265058736
"ENSMUSG00000000976",633.417012750276,-0.530884528302734,0.267397887971439,-1.98537292994416,0.0471029954297769,0.157281035984399
"ENSMUSG00000000982",244.87469565487,3.47200915117211,0.286473558979883,12.1198241245571,8.29369243592249e-34,6.62593906565547e-31
"ENSMUSG00000001016",1795.17090701353,0.619940709622557,0.165204442510511,3.75256682085358,0.000175033156218927,0.00297320400993004
"ENSMUSG00000001017",1971.58221790589,0.358883992855642,0.161840859028124,2.21751166553854,0.0265881467845325,0.109698519145768
"ENSMUSG00000001018",991.17184791903,-0.490434932461114,0.234875152999843,-2.08806647360201,0.0367918388061804,0.134537321007675
"ENSMUSG00000001020",4198.50644508656,1.30775045889401,0.556281694893454,2.35087810887699,0.0187291680544934,0.0871482560145142
"ENSMUSG00000001021",55.9228542957757,1.3043121405123,0.527098076529616,2.47451508284723,0.0133417187129371,0.0703601984484588
"ENSMUSG00000001025",52545.7628058305,2.29425834221561,0.583104646482021,3.93455678334463,8.33503622709441e-05,0.00158711182044414
"ENSMUSG00000001029",73.3275383155076,1.83577508920743,0.457622709595022,4.01154717787502,6.03221190397216e-05,0.00120088725607246
"ENSMUSG00000001034",708.542356431562,0.0125705855821792,0.148428246862551,0.0846913296349846,0.932506789151307,0.962212456814455
"ENSMUSG00000001036",2054.42643463564,-1.22034358648431,0.312311899161659,-3.90745146041532,9.32747721543326e-05,0.00174890197789374
"ENSMUSG00000001039",124.464997644303,0.908049208021086,0.393148513380681,2.30968495903184,0.0209056021271181,0.0938071890319401
"ENSMUSG00000001052",2476.27514729322,-0.658701195966353,0.327964665090324,-2.00845172081249,0.0445953115169121,0.152296939631046
"ENSMUSG00000001053",107.794800089876,1.64141668754354,0.350982160414956,4.67663850949844,2.91615655258107e-06,8.97560747967792e-05
"ENSMUSG00000001054",705.347763961036,-0.0514973724977708,0.221713041802494,-0.232270380123356,0.816328016621445,0.897023520237953
"ENSMUSG00000001056",3077.49987062051,1.74952063509378,0.531115700176683,3.29404804736854,0.000987556161126797,0.0115361376101112
"ENSMUSG00000001062",375.765977386377,-0.0597870982009629,0.20535292281193,-0.291143156777555,0.770941834491859,0.868230951752139
"ENSMUSG00000001065",467.880610043188,-0.572500392732511,0.354516439404781,-1.61487685505845,0.106337365359806,0.261293004611718
"ENSMUSG00000001082",1168.4145734377,0.113325350366276,0.210229496126492,0.539055424925197,0.589848611475033,0.74164966715846
"ENSMUSG00000001089",3478.6759660143,-0.989088562262444,0.368987173143473,-2.68054998724267,0.00735012857967441,0.0480543438846887
"ENSMUSG00000001098",3494.12612815613,-0.486294930822572,0.515563988846694,-0.943229048852702,0.345563758043546,0.535891781065414
"ENSMUSG00000001100",1790.42367846792,0.240839307267931,0.22760044437035,1.05816712236308,0.289979257410839,0.48374013933813
"ENSMUSG00000001105",919.766268047565,0.287380831909894,0.407976675582027,0.704405053303382,0.481180559915856,0.656886537032233
"ENSMUSG00000001119",2625.39786673661,-0.84554459650772,0.185187067189376,-4.56589441876656,4.97369069011475e-06,0.000143471846830233
"ENSMUSG00000001120",209.554515828288,0.813640660190393,0.395636349268316,2.05653666983615,0.0397308154654022,0.141637754370435
"ENSMUSG00000001123",6137.58410268379,-0.653935700195166,0.192197499216088,-3.40241523881611,0.000667930702417149,0.00858267598385672
"ENSMUSG00000001127",1618.31790437223,-0.299694827872256,0.112500237019711,-2.66394841301309,0.0077229405068494,0.0495665497077742
"ENSMUSG00000001128",689.785042918944,3.42092905830541,0.468073360464832,7.30853183977009,2.700769538362e-13,3.47039442429382e-11
"ENSMUSG00000001131",21500.1053529631,2.92257993399209,0.578095405428466,5.05553219511573,4.29192213607453e-07,1.62271747428744e-05
"ENSMUSG00000001134",256.105667340758,0.706191506384897,0.433503383144803,1.62903343743688,0.103305940626967,0.256919553003482
"ENSMUSG00000001138",359.369859433099,-0.00807860083308995,0.336299567059226,-0.0240220375652973,0.98083503034278,0.990157327906196
"ENSMUSG00000001143",561.369437108267,0.0145715600476331,0.196371754537827,0.0742039509802628,0.940848102093152,0.968032021723594
"ENSMUSG00000001150",1309.44736717135,-0.232570349018821,0.279026525803283,-0.83350623511252,0.404559282820905,0.592831967829947
"ENSMUSG00000001151",695.363710392365,-0.641462011330916,0.408826977941303,-1.56903053355499,0.116640824548202,0.277282516154855
"ENSMUSG00000001155",10.0529612058139,-1.70999592216559,0.689949406489677,-2.47843668837358,0.013195952806775,0.0699381692600202
"ENSMUSG00000001156",183.874136263775,-0.692559866926161,0.239087129218537,-2.89668402138506,0.0037712938900134,0.0306694488864083
"ENSMUSG00000001157",390.096850821181,-0.135663507246122,0.143548485571653,-0.945070975189106,0.344622642204263,0.535286648394196
"ENSMUSG00000001158",897.498775901447,0.617689908351891,0.366746942158784,1.68424010495079,0.0921352754584847,0.2387850051551
"ENSMUSG00000001166",60.1489921436035,-0.53566725390128,0.633943203064115,-0.844976728691426,0.398123832256873,0.586367859708243
"ENSMUSG00000001173",948.443016442449,-0.632753342053596,0.355115712410575,-1.78182299442167,0.0747781012317329,0.21009902295613
"ENSMUSG00000001175",12466.8464324108,0.0991638165574518,0.197680585032287,0.501636599978979,0.615923169121104,0.760692850692317
"ENSMUSG00000001211",3383.63775847902,-0.134501793073218,0.222350013077694,-0.604910209860075,0.545238658888165,0.708289880316014
"ENSMUSG00000001228",1346.87419215272,0.833264845118464,0.196097061454846,4.2492469746179,2.14490333544305e-05,0.000500159883106168
"ENSMUSG00000001229",1939.73030634117,-0.622475960335753,0.302960329741945,-2.05464511101491,0.0399132951254599,0.141995507827749
"ENSMUSG00000001240",304.415642150053,1.2696404070552,0.59071432133319,2.14933066831651,0.0316081970833592,0.122122257278924
"ENSMUSG00000001247",85.4607886984796,-1.17588888192431,0.543318378002933,-2.16427223803198,0.0304434620709377,0.119173117927882
"ENSMUSG00000001248",1385.78490952837,0.0575586376839799,0.179931730508503,0.319891536202727,0.749050554160414,0.853145969918652
"ENSMUSG00000001249",60.3119505195647,-1.31088780409965,0.638836591769716,-2.05199235765159,0.040170405139268,0.142578944260006
"ENSMUSG00000001270",4860.08629992733,0.357193426414591,0.450728686273565,0.792479904857434,0.428080904384851,0.612139036425808
"ENSMUSG00000001280",1769.26446233423,-0.502866822998784,0.361991719925696,-1.38916664475642,0.16478208193659,0.345095823522321
"ENSMUSG00000001281",39.9071721912201,-0.484271363030106,0.635591271239868,-0.76192261433267,0.446106192053578,0.628015327361692
"ENSMUSG00000001285",922.402377159364,1.35161720481773,0.472270004471678,2.86195860846544,0.00421031888219331,0.0329211104086391
"ENSMUSG00000001288",1408.5110078415,-0.282150714668802,0.143899000862388,-1.96075520314854,0.0499075860305012,0.162857732784667
"ENSMUSG00000001289",3441.56066495628,1.78872720975861,0.596586157561143,2.99827139313953,0.00271515769967747,0.0242542648184606
"ENSMUSG00000001300",1907.76333617946,0.08687418606933,0.35514970454669,0.2446128631311,0.806756203256495,0.890888778133543
"ENSMUSG00000001305",739.533277720461,0.618141093518707,0.295599771983759,2.09114198353532,0.0365153381880374,0.133845868582723
"ENSMUSG00000001313",307.839334564233,0.166313508898298,0.326887552148705,0.508778960242083,0.610907168613324,0.756382128184105
"ENSMUSG00000001323",396.930637847011,-0.64856599881511,0.210209362558104,-3.0853335499547,0.00203323993762101,0.0197258626471943
"ENSMUSG00000001333",80.165967835403,-1.31648572821908,0.776862842276257,-1.69461796417202,0.0901479169939447,0.235594933119575
"ENSMUSG00000001334",4.01003976818909,1.38762849048629,1.32632695598621,1.04621902180559,0.295459922556569,0.489334666429761
"ENSMUSG00000001348",418.213040503411,0.965048302898142,0.358285875883217,2.69351478206944,0.0070703010174002,0.0469352533217951
"ENSMUSG00000001349",2503.84430215261,2.76396064087404,0.340008495757198,8.12909287669036,4.32514837038074e-16,8.19325786657177e-14
"ENSMUSG00000001366",486.654075348784,-0.217640529186519,0.214268452284147,-1.0157376266381,0.309754345146442,0.502625935364347
"ENSMUSG00000001376",926.125143960597,-0.763372313191782,0.364559258301344,-2.09395947519945,0.0362635903925685,0.133242046283433
"ENSMUSG00000001380",2394.23746629394,0.135279326485298,0.22184719022116,0.609786070990747,0.542003529668629,0.705283964142841
"ENSMUSG00000001383",1675.30810794335,0.871803627224362,0.414207761362592,2.10474961733322,0.0353131089367331,0.131033597882163
"ENSMUSG00000001403",1342.04328489956,1.55209113006308,0.325483468641966,4.76857130882548,1.85537000115319e-06,6.12072240057268e-05
"ENSMUSG00000001415",2824.72991918229,0.07333705528132,0.204497755965539,0.358620342482772,0.719879126653864,0.833830440537033
"ENSMUSG00000001416",8069.00444244801,0.588491366912808,0.257009042623556,2.28976911047748,0.0220347046966704,0.0971652744903574
"ENSMUSG00000001418",4168.88581864812,0.00608467086496002,0.380303978234105,0.015999493071867,0.987234796113796,0.993340354040012
"ENSMUSG00000001419",2534.23662451493,-0.886755004440409,0.306052026164417,-2.89739955508096,0.00376270205843211,0.0306198628537157
"ENSMUSG00000001420",12.7297309268548,0.474182077986254,0.685390550539536,0.691842158624715,0.489036457970551,0.663225693055492
"ENSMUSG00000001424",4582.59775721895,-0.0906354896316443,0.117302944357281,-0.772661676382025,0.439722632881644,0.621873049769102
"ENSMUSG00000001435",536.916661619867,-1.26365533980913,0.219441475784707,-5.75850729808662,8.48609987844487e-09,4.79791031588998e-07
"ENSMUSG00000001436",466.705367167009,0.225563167633317,0.195856627821188,1.1516749274334,0.249454678947361,0.442658592530927
"ENSMUSG00000001440",12613.3354529146,-0.0150519646133193,0.249022220432988,-0.0604442631149447,0.951801806212213,0.974174688862553
"ENSMUSG00000001441",2841.81837318253,-0.452957501094047,0.30504784522836,-1.48487362943004,0.137577302779354,0.307765149570322
"ENSMUSG00000001445",1241.29087078632,0.597553518465497,0.251742387637445,2.37367065623483,0.0176122521047038,0.0837658585871396
"ENSMUSG00000001467",1947.17045257021,-1.02641666110787,0.176142739058835,-5.82718689735502,5.63694723458552e-09,3.28821922017489e-07
"ENSMUSG00000001472",5934.56961425555,0.373262640432675,0.305102253954026,1.22340177955198,0.221177981562269,0.412185132982424
"ENSMUSG00000001473",8793.85217783827,0.571053472593702,0.211119194049767,2.70488656971231,0.00683277167325008,0.0459225235903329
"ENSMUSG00000001482",1014.39821872762,-0.0293123442446262,0.170343766093826,-0.172077587086344,0.863376532834518,0.924291761293071
"ENSMUSG00000001493",54.37184774857,2.08942650054278,0.557678963672559,3.74664750985585,0.000179213636340608,0.00303227492427134
"ENSMUSG00000001494",3.12393325549093,0.237291321007665,1.15163136214109,0.206047984457888,0.836753429228327,0.908204818607574
"ENSMUSG00000001497",3.83958084164604,0.883300595572787,1.09564000336784,0.806196006770151,0.420129840847123,0.605671255732455
"ENSMUSG00000001506",59859.837783798,-0.76295865443869,0.34854446649922,-2.18898513036757,0.0285979208011966,0.114360564683784
"ENSMUSG00000001507",1387.53014609578,-0.352403241442448,0.210575159329533,-1.67352712715257,0.0942235708494719,0.24186998209384
"ENSMUSG00000001508",6.9771053640555,1.6328448423301,1.35211546970852,1.20762233619152,0.22719256359287,0.419142907230821
"ENSMUSG00000001517",988.684291613213,0.485974995690794,0.301033929768258,1.61435289392431,0.106450903132355,0.261432149833872
"ENSMUSG00000001518",356.094375765251,-0.000660139168031023,0.163727463643865,-0.00403193913433446,0.996782986730867,0.997831268752185
"ENSMUSG00000001520",32.2567153039382,0.448790017957596,0.872760189608703,0.514219167305062,0.607098768383031,0.753847808422638
"ENSMUSG00000001521",1344.73677642406,-0.384888056326309,0.142757868393627,-2.69608996447786,0.00701587152694458,0.0467310395874791
"ENSMUSG00000001524",560.112016414663,0.626576208217619,0.282994887250624,2.21409020602805,0.0268225742343022,0.110059474335085
